user_id,country,age,total_views
U00277,Brazil,57,15
U00858,Chile,45,15
U00800,Brazil,38,15
U00213,Spain,44,15
U00417,Brazil,60,15
U00612,Canada,37,15
U00481,Peru,32,15
U00805,Brazil,60,15
U00773,Argentina,18,15
U00495,Spain,46,15
U00881,Brazil,46,15
U00958,Brazil,24,15
U00171,USA,60,15
U00108,Mexico,40,15
U00775,Argentina,49,15
U00905,Brazil,46,15
U00502,Chile,41,15
U00721,Canada,19,15
U00373,Chile,41,15
U00508,USA,26,15
U00465,Argentina,38,15
U00393,USA,64,15
U00050,USA,36,15
U00064,Peru,27,15
U00849,USA,32,15
U00655,Peru,27,15
U00818,Canada,24,15
U00492,USA,64,15
U00172,Argentina,38,15
U00033,Canada,58,15
U00453,USA,25,15
U00281,Peru,55,15
U00179,USA,42,15
U00218,Peru,53,15
U00068,Peru,47,15
U00357,Canada,33,15
U00945,Peru,21,15
U00692,Brazil,50,15
U00186,Argentina,37,15
U00914,Brazil,23,15
U00969,Mexico,50,15
U00975,Mexico,60,14
U00985,Argentina,21,14
U00650,Argentina,58,14
U00717,Canada,49,14
U00595,Peru,55,14
U00219,Mexico,48,14
U00625,Chile,44,14
U00951,Brazil,48,14
U00069,Canada,49,14
U00942,Mexico,39,14
U00999,Peru,41,14
U00138,Brazil,32,14
U00148,Mexico,27,14
U00785,Peru,46,14
U00664,Argentina,54,14
U00291,Chile,55,14
U00753,Chile,59,14
U00493,Spain,29,14
U00873,Mexico,46,14
U00912,Chile,22,14
U00305,Argentina,33,14
U00764,Mexico,49,14
U00919,Peru,61,14
U00081,Brazil,47,14
U00685,Peru,53,14
U00527,USA,54,14
U00722,Canada,42,14
U00701,Argentina,47,14
U00332,Peru,42,14
U00071,Canada,63,14
U00289,Brazil,41,14
U00500,Peru,32,14
U00180,Peru,50,14
U00260,Mexico,40,14
U00244,Mexico,64,14
U00884,Mexico,40,14
U00121,Peru,32,14
U00114,Argentina,37,14
U00956,USA,24,14
U00648,Brazil,36,14
U00614,Brazil,58,14
U00932,USA,39,14
U00856,USA,49,14
U00379,Spain,40,14
U00610,Mexico,48,14
U00966,Canada,20,14
U00125,Peru,46,14
U00729,Peru,41,14
U00434,Brazil,23,14
U00167,Canada,28,14
U00546,Chile,48,14
U00582,Spain,50,14
U00447,Mexico,43,14
U00862,Peru,56,14
U00519,USA,62,14
U00713,Canada,23,14
U00506,USA,44,14
U00831,Peru,64,14
U00866,Argentina,39,14
U00197,Brazil,22,14
U00247,Mexico,19,14
U00832,Brazil,42,14
U00101,Mexico,51,14
U00280,Canada,53,14
U00473,USA,43,14
U00766,Chile,53,14
U00479,Chile,30,14
U00726,Canada,59,14
U00870,Brazil,36,14
U00977,Peru,18,14
U00798,Argentina,44,14
U00994,Brazil,43,14
U00082,Spain,41,14
U00272,Canada,65,14
U00570,Brazil,22,14
U00630,Chile,32,14
U00907,Spain,37,14
U00340,Brazil,32,14
U00609,Brazil,28,14
U00023,Spain,27,14
U00074,USA,28,14
U00358,Mexico,19,14
U00456,Argentina,26,14
U00587,Spain,34,14
U00846,Chile,49,14
U00939,Spain,29,14
U00724,Chile,34,14
U00403,USA,42,13
U00829,Peru,63,13
U00009,Mexico,50,13
U00935,Canada,26,13
U00568,Argentina,24,13
U00525,USA,55,13
U00736,Peru,32,13
U00814,Mexico,31,13
U00355,Mexico,58,13
U00941,Chile,32,13
U00861,Canada,46,13
U00457,Spain,36,13
U00062,Canada,29,13
U00039,Canada,27,13
U00543,Argentina,54,13
U00534,Mexico,45,13
U00796,Mexico,23,13
U00982,Canada,49,13
U00786,Canada,52,13
U00099,Peru,39,13
U00246,Argentina,59,13
U00415,Canada,41,13
U00034,Chile,52,13
U00195,USA,58,13
U00804,USA,34,13
U00547,USA,48,13
U00875,USA,63,13
U00461,Argentina,35,13
U00611,USA,65,13
U00820,USA,24,13
U00341,Brazil,21,13
U01000,Chile,50,13
U00997,Spain,46,13
U00375,Chile,25,13
U00538,Mexico,51,13
U00976,Chile,46,13
U00680,Spain,35,13
U00880,Canada,29,13
U00433,USA,52,13
U00684,Spain,33,13
U00349,Mexico,21,13
U00196,Peru,37,13
U00765,Mexico,55,13
U00400,USA,35,13
U00748,Argentina,63,13
U00646,Chile,50,13
U00676,Spain,64,13
U00833,Mexico,41,13
U00313,Brazil,35,13
U00929,Mexico,22,13
U00882,Argentina,33,13
U00045,Brazil,51,13
U00091,Brazil,46,13
U00303,Mexico,28,13
U00407,Chile,54,13
U00304,USA,44,13
U00732,Chile,29,13
U00647,USA,23,13
U00445,USA,53,13
U00916,Mexico,60,13
U00103,Mexico,27,13
U00139,Canada,19,13
U00300,Peru,64,13
U00980,USA,54,13
U00072,Argentina,44,13
U00974,Chile,34,13
U00904,Canada,29,13
U00987,Spain,30,13
U00588,Canada,41,13
U00577,Canada,44,13
U00368,Chile,19,13
U00217,Peru,44,13
U00288,Brazil,38,13
U00531,Argentina,23,13
U00063,Mexico,41,13
U00733,Canada,43,13
U00961,USA,34,13
U00467,Canada,43,13
U00133,USA,58,13
U00405,Spain,44,13
U00310,Brazil,23,13
U00530,Peru,55,13
U00754,Spain,40,13
U00749,Argentina,32,13
U00636,Argentina,64,13
U00497,Chile,65,13
U00549,Chile,47,13
U00006,Canada,35,13
U00362,Canada,27,13
U00230,Argentina,26,13
U00051,Mexico,52,13
U00240,Canada,43,13
U00174,Peru,25,13
U00813,USA,60,13
U00290,Mexico,20,13
U00677,Chile,41,13
U00633,Chile,57,13
U00055,Mexico,60,13
U00496,Argentina,36,13
U00083,Mexico,65,13
U00739,Mexico,34,13
U00176,Peru,57,13
U00275,Canada,43,13
U00578,Brazil,63,13
U00374,Argentina,60,13
U00782,Brazil,28,13
U00981,Peru,30,12
U00158,Chile,52,12
U00268,Chile,19,12
U00756,Spain,28,12
U00318,Brazil,51,12
U00129,Argentina,35,12
U00618,Brazil,48,12
U00011,Mexico,30,12
U00314,Mexico,43,12
U00385,Peru,18,12
U00315,Peru,42,12
U00830,USA,38,12
U00761,Brazil,65,12
U00619,Chile,63,12
U00860,Mexico,60,12
U00298,Brazil,43,12
U00776,Chile,32,12
U00869,Brazil,35,12
U00098,Chile,18,12
U00592,USA,40,12
U00106,Argentina,44,12
U00430,USA,57,12
U00118,Canada,47,12
U00925,Argentina,65,12
U00136,Spain,65,12
U00284,Peru,48,12
U00626,Argentina,25,12
U00923,Mexico,24,12
U00242,Canada,52,12
U00111,Mexico,64,12
U00946,Canada,34,12
U00418,Mexico,51,12
U00526,Canada,40,12
U00110,USA,43,12
U00883,Spain,47,12
U00323,Argentina,19,12
U00470,Mexico,22,12
U00279,Chile,33,12
U00070,Spain,24,12
U00954,Canada,43,12
U00898,Canada,51,12
U00147,Brazil,35,12
U00751,Brazil,34,12
U00559,Spain,28,12
U00947,USA,41,12
U00224,Chile,54,12
U00460,Chile,50,12
U00967,Argentina,61,12
U00420,USA,55,12
U00885,Canada,45,12
U00702,Mexico,58,12
U00516,Brazil,40,12
U00015,Peru,23,12
U00597,Canada,50,12
U00558,Argentina,31,12
U00487,Chile,48,12
U00397,Canada,55,12
U00533,USA,32,12
U00270,Canada,29,12
U00910,Mexico,42,12
U00934,Chile,34,12
U00599,Spain,19,12
U00697,Argentina,21,12
U00446,Spain,65,12
U00222,Mexico,19,12
U00350,Peru,26,12
U00742,Chile,44,12
U00737,Spain,32,12
U00848,Spain,48,12
U00411,Canada,49,12
U00025,Brazil,41,12
U00623,Canada,42,12
U00080,Argentina,29,12
U00644,Argentina,59,12
U00024,Mexico,24,12
U00747,USA,22,12
U00363,Chile,36,12
U00669,Peru,49,12
U00539,Mexico,26,12
U00673,Argentina,27,12
U00426,Canada,19,12
U00153,Spain,38,12
U00258,Spain,26,12
U00817,Peru,52,12
U00348,Spain,46,12
U00022,Canada,57,12
U00897,Argentina,20,12
U00857,Brazil,23,11
U00057,Peru,21,11
U00041,Argentina,23,11
U00991,Spain,55,11
U00730,Brazil,51,11
U00448,Peru,45,11
U00694,Canada,20,11
U00842,Brazil,55,11
U00347,Chile,62,11
U00223,Peru,49,11
U00183,Brazil,48,11
U00206,Chile,28,11
U00657,USA,37,11
U00214,USA,47,11
U00690,Argentina,19,11
U00643,Chile,46,11
U00793,Spain,34,11
U00557,Brazil,59,11
U00903,USA,35,11
U00902,Spain,48,11
U00262,Chile,41,11
U00067,Canada,43,11
U00090,Mexico,64,11
U00157,Spain,40,11
U00162,Peru,56,11
U00920,Canada,48,11
U00656,Chile,24,11
U00640,Argentina,20,11
U00789,Brazil,43,11
U00601,USA,41,11
U00119,Chile,58,11
U00086,Canada,53,11
U00707,USA,40,11
U00553,USA,58,11
U00660,Canada,31,11
U00170,Canada,38,11
U00892,USA,24,11
U00791,Chile,60,11
U00134,Mexico,47,11
U00454,Mexico,55,11
U00522,Chile,63,11
U00608,Mexico,30,11
U00302,Canada,24,11
U00421,Brazil,24,11
U00990,Argentina,40,11
U00888,Argentina,46,11
U00441,Brazil,27,11
U00899,Brazil,31,11
U00484,USA,55,11
U00555,Peru,25,11
U00005,Spain,64,11
U00329,USA,46,11
U00996,Canada,48,11
U00251,Peru,41,11
U00215,Spain,64,11
U00095,Chile,58,11
U00286,Brazil,45,11
U00654,Peru,57,11
U00150,Canada,47,11
U00781,Spain,54,11
U00014,Spain,28,11
U00528,USA,23,11
U00008,Mexico,55,11
U00536,USA,36,10
U00853,Argentina,38,10
U00635,USA,26,10
U00863,Mexico,20,10
U00703,Canada,35,10
U00714,Peru,31,10
U00674,Argentina,28,10
U00602,Mexico,42,10
U00486,Spain,33,10
U00128,Argentina,38,10
U00320,USA,23,10
U00731,Brazil,44,10
U00581,USA,63,10
U00928,Mexico,24,10
U00004,Spain,35,10
U00468,USA,48,10
U00708,Mexico,60,10
U00001,Spain,26,10
U00113,Chile,56,10
U00371,Brazil,37,10
U00705,Canada,36,10
U00725,Peru,55,10
U00663,Spain,56,10
U00035,Canada,65,10
U00784,USA,22,10
U00335,Mexico,61,10
U00408,Brazil,28,10
U00412,Spain,61,10
U00231,Spain,61,10
U00532,USA,48,10
U00143,Canada,57,10
U00297,USA,53,10
U00589,Mexico,22,10
U00194,Brazil,23,10
U00378,Peru,39,10
U00688,Spain,33,10
U00575,Canada,37,10
U00645,Mexico,26,10
U00971,Chile,53,10
U00787,Mexico,45,10
U00638,Argentina,22,10
U00854,Brazil,47,10
U00048,Brazil,48,10
U00949,Canada,54,10
U00410,Spain,64,10
U00822,Canada,32,10
U00089,Chile,38,10
U00727,Mexico,48,10
U00301,Argentina,32,10
U00043,Spain,56,10
U00339,USA,30,10
U00414,Canada,27,10
U00380,Spain,40,10
U00746,Spain,58,9
U00988,Spain,53,9
U00353,Spain,43,9
U00235,USA,64,9
U00917,USA,38,9
U00352,Canada,58,9
U00900,Brazil,41,9
U00404,Brazil,21,9
U00758,Brazil,27,9
U00769,USA,48,9
U00365,Mexico,19,9
U00065,Mexico,32,9
U00477,Chile,47,9
U00711,Mexico,31,9
U00908,Spain,38,9
U00116,Brazil,26,9
U00436,Argentina,60,9
U00901,Chile,44,9
U00652,Chile,25,9
U00132,Argentina,32,9
U00474,Peru,59,9
U00085,Chile,52,9
U00210,Chile,63,9
U00668,Brazil,21,9
U00940,Brazil,35,9
U00252,USA,26,9
U00306,Brazil,64,9
U00440,Canada,63,9
U00028,Peru,30,9
U00696,Spain,21,9
U00361,Argentina,53,9
U00227,Mexico,32,9
U00422,Mexico,25,9
U00093,Chile,19,9
U00031,Chile,26,9
U00583,Brazil,41,9
U00706,Argentina,63,9
U00682,USA,61,8
U00264,Mexico,53,8
U00234,Canada,21,8
U00054,Spain,42,8
U00735,Argentina,57,8
U00356,Brazil,49,8
U00144,Peru,49,8
U00295,Argentina,41,8
U00299,Peru,61,8
U00965,Peru,65,8
U00173,Spain,32,8
U00596,Spain,32,8
U00370,Canada,53,8
U00503,Spain,43,8
U00998,Peru,41,8
U00926,USA,20,8
U00659,Chile,34,7
U00211,Chile,22,7
U00821,Peru,26,7
U00047,Spain,35,7
U00918,Spain,31,7
U00808,Mexico,57,7
U00443,USA,57,7
U00018,Spain,55,7
U00580,Spain,64,6
U00585,Peru,25,6
U00163,Brazil,35,6
U00606,Peru,41,4
U00851,Argentina,62,3
