subscription_id,user_id,plan,monthly_price,is_active
S527035,U00182,Basic,8.99,True
S410885,U00183,Standard,12.99,True
S134285,U00184,Premium,17.99,True
S316318,U00185,Premium,17.99,False
S814169,U00186,Premium,17.99,False
S822093,U00187,Standard,12.99,True
S761070,U00188,Premium,17.99,False
S859535,U00189,Basic,8.99,True
S736684,U00190,Basic,8.99,True
S439138,U00191,Premium,17.99,True
S546335,U00192,Premium,17.99,True
S688312,U00193,Standard,12.99,False
S129733,U00194,Premium,17.99,True
S607130,U00195,Premium,17.99,True
S263129,U00196,Premium,17.99,True
S308958,U00197,Premium,17.99,False
S345021,U00198,Basic,8.99,False
S818917,U00199,Premium,17.99,True
S582837,U00200,Premium,17.99,True
S516330,U00201,Premium,17.99,False
S711622,U00202,Standard,12.99,False
S679471,U00203,Basic,8.99,True
S642302,U00204,Basic,8.99,True
S755268,U00205,Premium,17.99,False
S455296,U00206,Standard,12.99,True
S112752,U00207,Premium,17.99,True
S630886,U00208,Premium,17.99,True
S948693,U00209,Premium,17.99,True
S374454,U00210,Premium,17.99,True
S532278,U00211,Basic,8.99,False
S777933,U00212,Premium,17.99,True
S926451,U00213,Basic,8.99,True
S211435,U00214,Premium,17.99,True
S969543,U00215,Premium,17.99,True
S719622,U00216,Premium,17.99,False
S596308,U00217,Premium,17.99,True
S421078,U00218,Basic,8.99,True
S127842,U00219,Premium,17.99,True
S456089,U00220,Premium,17.99,True
S462771,U00221,Basic,8.99,True
S995564,U00222,Premium,17.99,True
S930505,U00223,Basic,8.99,True
S936085,U00224,Basic,8.99,True
S971113,U00225,Basic,8.99,False
S987200,U00226,Standard,12.99,True
S280211,U00227,Basic,8.99,False
S464857,U00228,Premium,17.99,True
S222914,U00229,Basic,8.99,True
S353637,U00230,Premium,17.99,True
S296234,U00231,Basic,8.99,True
S130083,U00232,Basic,8.99,False
S298332,U00233,Standard,12.99,True
S648098,U00234,Premium,17.99,True
S540405,U00235,Premium,17.99,True
S433937,U00236,Basic,8.99,True
S758513,U00237,Premium,17.99,False
S326418,U00238,Premium,17.99,False
S982582,U00239,Basic,8.99,True
S575938,U00240,Standard,12.99,True
S883552,U00241,Premium,17.99,True
S678850,U00242,Basic,8.99,True
S843425,U00243,Premium,17.99,True
S681941,U00244,Premium,17.99,True
S377652,U00245,Standard,12.99,True
S478131,U00246,Basic,8.99,True
S805080,U00247,Premium,17.99,True
S528006,U00248,Premium,17.99,True
S233577,U00249,Basic,8.99,False
S561295,U00250,Premium,17.99,True
S129803,U00251,Standard,12.99,True
S229829,U00252,Basic,8.99,True
S944855,U00253,Standard,12.99,True
S843612,U00254,Premium,17.99,True
S169935,U00255,Basic,8.99,True
S835774,U00256,Standard,12.99,True
S442784,U00257,Standard,12.99,False
S197357,U00258,Premium,17.99,True
S263783,U00259,Premium,17.99,True
S277451,U00260,Standard,12.99,True
S135069,U00261,Standard,12.99,True
S928078,U00262,Basic,8.99,True
S355180,U00263,Premium,17.99,False
S732614,U00264,Basic,8.99,True
S904081,U00265,Premium,17.99,True
S999761,U00266,Basic,8.99,False
S420113,U00267,Basic,8.99,True
S216338,U00268,Standard,12.99,False
S320254,U00269,Premium,17.99,True
S531957,U00270,Basic,8.99,True
S376692,U00271,Basic,8.99,True
S156162,U00272,Basic,8.99,True
S905353,U00273,Premium,17.99,False
S902391,U00274,Premium,17.99,False
S137182,U00275,Basic,8.99,True
S552986,U00276,Premium,17.99,True
S532433,U00277,Standard,12.99,True
S457023,U00278,Basic,8.99,False
S230463,U00279,Standard,12.99,True
S658118,U00280,Premium,17.99,True
S809383,U00281,Basic,8.99,True
S998050,U00282,Premium,17.99,True
S357593,U00283,Basic,8.99,True
S928503,U00284,Standard,12.99,True
S121491,U00285,Standard,12.99,True
S267221,U00286,Premium,17.99,True
S736310,U00287,Basic,8.99,True
S847344,U00288,Premium,17.99,True
S880696,U00289,Premium,17.99,True
S862288,U00290,Premium,17.99,False
S292380,U00291,Basic,8.99,True
S969113,U00292,Standard,12.99,False
S538314,U00293,Premium,17.99,True
S575138,U00294,Basic,8.99,False
S549655,U00295,Basic,8.99,False
S310549,U00296,Premium,17.99,True
S724366,U00297,Basic,8.99,True
S742313,U00298,Standard,12.99,True
S806735,U00299,Premium,17.99,True
S128705,U00300,Basic,8.99,True
S793317,U00301,Basic,8.99,True
S213790,U00302,Basic,8.99,True
S640682,U00303,Premium,17.99,False
S475696,U00304,Standard,12.99,False
S964041,U00305,Premium,17.99,True
S649512,U00306,Standard,12.99,True
S480564,U00307,Basic,8.99,True
S389867,U00308,Basic,8.99,True
S203203,U00309,Premium,17.99,True
S446374,U00310,Standard,12.99,True
S812897,U00311,Standard,12.99,False
S556264,U00312,Basic,8.99,True
S261253,U00313,Premium,17.99,True
S463354,U00314,Basic,8.99,False
S767804,U00315,Basic,8.99,False
S287615,U00316,Basic,8.99,True
S707963,U00317,Standard,12.99,True
S974375,U00318,Basic,8.99,False
S585154,U00319,Premium,17.99,True
S757319,U00320,Premium,17.99,False
S936626,U00321,Basic,8.99,True
S390607,U00322,Standard,12.99,True
S245541,U00323,Premium,17.99,False
S353578,U00324,Premium,17.99,True
S715881,U00325,Standard,12.99,False
S529134,U00326,Basic,8.99,True
S523594,U00327,Standard,12.99,True
S793524,U00328,Basic,8.99,True
S646553,U00329,Basic,8.99,True
S862246,U00330,Basic,8.99,True
S627296,U00331,Basic,8.99,True
S943882,U00332,Standard,12.99,True
S209248,U00333,Premium,17.99,True
S889342,U00334,Premium,17.99,True
S108320,U00335,Basic,8.99,True
S220657,U00336,Standard,12.99,True
S231263,U00337,Basic,8.99,True
S275509,U00338,Standard,12.99,True
S767405,U00339,Basic,8.99,True
S222057,U00340,Standard,12.99,True
S402639,U00341,Basic,8.99,False
S196874,U00342,Basic,8.99,False
S989898,U00343,Standard,12.99,True
S133371,U00344,Premium,17.99,True
S420508,U00345,Premium,17.99,True
S298352,U00346,Basic,8.99,False
S159279,U00347,Premium,17.99,True
S232574,U00348,Standard,12.99,True
S505601,U00349,Premium,17.99,True
S652523,U00350,Basic,8.99,True
S784087,U00351,Standard,12.99,True
S349450,U00352,Basic,8.99,True
S420105,U00353,Basic,8.99,True
S143720,U00354,Premium,17.99,True
S388358,U00355,Basic,8.99,True
S266309,U00356,Premium,17.99,False
S900370,U00357,Premium,17.99,True
S423410,U00358,Basic,8.99,True
S140767,U00359,Standard,12.99,True
S499262,U00360,Standard,12.99,False
S304751,U00361,Basic,8.99,True
S657476,U00362,Standard,12.99,True
S165722,U00363,Premium,17.99,True
S469144,U00364,Premium,17.99,False
S702125,U00365,Basic,8.99,True
S316495,U00366,Premium,17.99,True
S729062,U00367,Premium,17.99,True
S652673,U00368,Standard,12.99,True
S344482,U00369,Basic,8.99,True
S643103,U00370,Premium,17.99,True
S398542,U00371,Premium,17.99,True
S408753,U00372,Standard,12.99,True
S151515,U00373,Standard,12.99,True
S637044,U00374,Basic,8.99,False
S708399,U00375,Premium,17.99,False
S815809,U00376,Standard,12.99,True
S811090,U00377,Basic,8.99,True
S130832,U00378,Premium,17.99,True
S635752,U00379,Premium,17.99,True
S925540,U00380,Premium,17.99,False
S721719,U00381,Premium,17.99,True
S978904,U00382,Basic,8.99,True
S359463,U00383,Standard,12.99,True
S778338,U00384,Standard,12.99,True
S223383,U00385,Premium,17.99,False
S627633,U00386,Standard,12.99,True
S650356,U00387,Premium,17.99,True
S629512,U00388,Basic,8.99,True
S592250,U00389,Standard,12.99,False
S961593,U00390,Standard,12.99,False
S624933,U00391,Premium,17.99,False
S628864,U00392,Premium,17.99,True
S943193,U00393,Basic,8.99,True
S137298,U00394,Standard,12.99,True
S198287,U00395,Basic,8.99,True
S369881,U00396,Basic,8.99,True
S405529,U00397,Basic,8.99,False
S153855,U00398,Basic,8.99,True
S220461,U00399,Basic,8.99,True
S111769,U00400,Premium,17.99,True
S464928,U00401,Standard,12.99,False
S426009,U00402,Premium,17.99,True
S944908,U00403,Premium,17.99,True
S412364,U00404,Standard,12.99,False
S913705,U00405,Standard,12.99,True
S849997,U00406,Premium,17.99,True
S507239,U00407,Basic,8.99,True
S197526,U00408,Standard,12.99,True
S419209,U00409,Premium,17.99,True
S878141,U00410,Standard,12.99,False
S604563,U00411,Basic,8.99,True
S216876,U00412,Premium,17.99,False
S727468,U00413,Standard,12.99,True
S820307,U00414,Premium,17.99,True
S250511,U00415,Basic,8.99,True
S869391,U00416,Standard,12.99,True
S501973,U00417,Premium,17.99,True
S899689,U00418,Basic,8.99,True
S362304,U00419,Standard,12.99,False
S982698,U00420,Basic,8.99,True
S523997,U00421,Standard,12.99,True
S141077,U00422,Premium,17.99,True
S492186,U00423,Standard,12.99,True
S583024,U00424,Premium,17.99,False
S614070,U00425,Premium,17.99,False
S109891,U00426,Standard,12.99,True
S885060,U00427,Standard,12.99,True
S897725,U00428,Basic,8.99,False
S128807,U00429,Premium,17.99,False
S335525,U00430,Premium,17.99,True
S337399,U00431,Standard,12.99,False
S250114,U00432,Basic,8.99,True
S104268,U00433,Premium,17.99,True
S580258,U00434,Standard,12.99,True
S106134,U00435,Premium,17.99,True
S995329,U00436,Basic,8.99,True
S606241,U00437,Basic,8.99,False
S752539,U00438,Basic,8.99,True
S581595,U00439,Basic,8.99,False
S970509,U00440,Basic,8.99,True
S373860,U00441,Standard,12.99,True
S782624,U00442,Basic,8.99,False
S329252,U00443,Standard,12.99,False
S294726,U00444,Standard,12.99,True
S534576,U00445,Standard,12.99,False
S453157,U00446,Basic,8.99,True
S201730,U00447,Standard,12.99,True
S683513,U00448,Standard,12.99,True
S646678,U00449,Standard,12.99,False
S166067,U00450,Standard,12.99,True
S561437,U00451,Basic,8.99,True
S484750,U00452,Standard,12.99,True
S410204,U00453,Premium,17.99,True
S408553,U00454,Premium,17.99,True
S451691,U00455,Premium,17.99,True
S505650,U00456,Standard,12.99,True
S593290,U00457,Standard,12.99,False
S924768,U00458,Standard,12.99,True
S999862,U00459,Basic,8.99,True
S801308,U00460,Standard,12.99,False
S841059,U00461,Premium,17.99,True
S205232,U00462,Premium,17.99,True
S425351,U00463,Standard,12.99,True
S923277,U00464,Standard,12.99,False
S220034,U00465,Premium,17.99,True
S541366,U00466,Basic,8.99,True
S833659,U00467,Premium,17.99,True
S374764,U00468,Basic,8.99,False
S361105,U00469,Premium,17.99,True
S360459,U00470,Basic,8.99,True
S927442,U00471,Standard,12.99,False
S360857,U00472,Basic,8.99,True
S233246,U00473,Basic,8.99,True
S453822,U00474,Basic,8.99,False
S136054,U00475,Standard,12.99,True
S479260,U00476,Standard,12.99,True
S887586,U00477,Standard,12.99,False
S868434,U00478,Premium,17.99,True
S828435,U00479,Premium,17.99,True
S515543,U00480,Basic,8.99,True
S317943,U00481,Standard,12.99,True
S833286,U00482,Standard,12.99,True
S584135,U00483,Premium,17.99,False
S184740,U00484,Premium,17.99,True
S921749,U00485,Basic,8.99,False
S769718,U00486,Basic,8.99,True
S122894,U00487,Basic,8.99,False
S748836,U00488,Basic,8.99,True
S928215,U00489,Basic,8.99,True
S796275,U00490,Premium,17.99,True
S524073,U00491,Premium,17.99,False
S549295,U00492,Premium,17.99,True
S871270,U00493,Basic,8.99,True
S154648,U00494,Standard,12.99,True
S519852,U00495,Basic,8.99,True
S741158,U00496,Basic,8.99,False
S820515,U00497,Basic,8.99,True
S798897,U00498,Premium,17.99,True
S652760,U00499,Basic,8.99,True
S848883,U00500,Basic,8.99,True
S184481,U00501,Basic,8.99,True
S494905,U00502,Standard,12.99,False
S155120,U00503,Premium,17.99,True
S450332,U00504,Premium,17.99,True
S908130,U00505,Basic,8.99,True
S467319,U00506,Basic,8.99,True
S110126,U00507,Basic,8.99,True
S496612,U00508,Basic,8.99,True
S593992,U00509,Basic,8.99,True
S895755,U00510,Basic,8.99,True
S942541,U00511,Basic,8.99,True
S394125,U00512,Standard,12.99,True
S940458,U00513,Standard,12.99,True
S114302,U00514,Standard,12.99,True
S204105,U00515,Basic,8.99,True
S702738,U00516,Basic,8.99,True
S841279,U00517,Premium,17.99,True
S728053,U00518,Premium,17.99,False
S162683,U00519,Basic,8.99,True
S531389,U00520,Basic,8.99,False
S189604,U00521,Standard,12.99,False
S648345,U00522,Premium,17.99,True
S756162,U00523,Standard,12.99,False
S436843,U00524,Basic,8.99,False
S767205,U00525,Premium,17.99,True
S450049,U00526,Standard,12.99,True
S658454,U00527,Standard,12.99,True
S305482,U00528,Basic,8.99,True
S729236,U00529,Premium,17.99,False
S966394,U00530,Standard,12.99,True
S793967,U00531,Premium,17.99,False
S540422,U00532,Premium,17.99,True
S726286,U00533,Premium,17.99,True
S180676,U00534,Standard,12.99,True
S464911,U00535,Standard,12.99,False
S383198,U00536,Basic,8.99,True
S686936,U00537,Standard,12.99,True
S159779,U00538,Basic,8.99,True
S418874,U00539,Standard,12.99,False
S942638,U00540,Standard,12.99,True
S906478,U00541,Standard,12.99,False
S213740,U00542,Basic,8.99,False
S617400,U00543,Premium,17.99,True
S258634,U00544,Premium,17.99,True
S513445,U00545,Standard,12.99,True
S152242,U00546,Premium,17.99,False
S367200,U00547,Basic,8.99,True
S984792,U00548,Basic,8.99,True
S689794,U00549,Basic,8.99,True
S178229,U00550,Premium,17.99,True
S305042,U00551,Premium,17.99,True
S982980,U00552,Basic,8.99,False
S257170,U00553,Premium,17.99,True
S147287,U00554,Basic,8.99,True
S405611,U00555,Standard,12.99,True
S491711,U00556,Basic,8.99,True
S561831,U00557,Premium,17.99,False
S510677,U00558,Standard,12.99,True
S578944,U00559,Standard,12.99,True
S636754,U00560,Premium,17.99,False
S949828,U00561,Standard,12.99,True
S376803,U00562,Basic,8.99,True
S832203,U00563,Premium,17.99,True
S239153,U00564,Basic,8.99,True
S813946,U00565,Premium,17.99,True
S563819,U00566,Premium,17.99,True
S391102,U00567,Standard,12.99,True
S479678,U00568,Standard,12.99,True
S761447,U00569,Standard,12.99,True
S573969,U00570,Basic,8.99,True
S727173,U00571,Standard,12.99,True
S980891,U00572,Standard,12.99,True
S362340,U00573,Premium,17.99,True
S712373,U00574,Basic,8.99,True
S150406,U00575,Standard,12.99,True
S350056,U00576,Basic,8.99,True
S940471,U00577,Basic,8.99,True
S700602,U00578,Premium,17.99,True
S147786,U00579,Basic,8.99,True
S133070,U00580,Premium,17.99,True
S540453,U00581,Basic,8.99,True
S129884,U00582,Basic,8.99,False
S703452,U00583,Basic,8.99,True
S352559,U00584,Standard,12.99,True
S907080,U00585,Premium,17.99,True
S708067,U00586,Basic,8.99,False
S885841,U00587,Standard,12.99,True
S363279,U00588,Standard,12.99,True
S692112,U00589,Basic,8.99,True
S350233,U00590,Basic,8.99,True
S511044,U00591,Basic,8.99,True
S546380,U00592,Premium,17.99,True
S963791,U00593,Premium,17.99,True
S792363,U00594,Basic,8.99,True
S254262,U00595,Basic,8.99,False
S271474,U00596,Basic,8.99,True
S176144,U00597,Basic,8.99,True
S381180,U00598,Premium,17.99,False
S426008,U00599,Standard,12.99,True
S191991,U00600,Basic,8.99,True
S910992,U00601,Premium,17.99,False
S455516,U00602,Standard,12.99,True
S547866,U00603,Premium,17.99,True
S884735,U00604,Premium,17.99,True
S976206,U00605,Basic,8.99,True
S563423,U00606,Premium,17.99,True
S373757,U00607,Standard,12.99,True
S466710,U00608,Standard,12.99,True
S413000,U00609,Standard,12.99,True
S312979,U00610,Basic,8.99,True
S204291,U00611,Basic,8.99,True
S755880,U00612,Basic,8.99,True
S822946,U00613,Basic,8.99,True
S234296,U00614,Basic,8.99,True
S566360,U00615,Premium,17.99,False
S636249,U00616,Standard,12.99,True
S275833,U00617,Standard,12.99,True
S658401,U00618,Basic,8.99,False
S821368,U00619,Basic,8.99,True
S601670,U00620,Premium,17.99,True
S325369,U00621,Basic,8.99,True
S467654,U00622,Premium,17.99,True
S565497,U00623,Basic,8.99,False
S179907,U00624,Basic,8.99,True
S762391,U00625,Standard,12.99,True
S893142,U00626,Standard,12.99,True
S729404,U00627,Standard,12.99,True
S852064,U00628,Standard,12.99,True
S661124,U00629,Standard,12.99,True
S349359,U00630,Premium,17.99,True
S503949,U00631,Standard,12.99,True
S489025,U00632,Basic,8.99,True
S390803,U00633,Standard,12.99,True
S215473,U00634,Premium,17.99,True
S117668,U00635,Standard,12.99,False
S332143,U00636,Premium,17.99,False
S938568,U00637,Standard,12.99,True
S898817,U00638,Premium,17.99,False
S760857,U00639,Standard,12.99,True
S951457,U00640,Basic,8.99,False
S904987,U00641,Basic,8.99,True
S802504,U00642,Premium,17.99,False
S679935,U00643,Basic,8.99,False
S701770,U00644,Basic,8.99,True
S966260,U00645,Basic,8.99,True
S698214,U00646,Standard,12.99,True
S643097,U00647,Standard,12.99,False
S530495,U00648,Premium,17.99,True
S900306,U00649,Standard,12.99,False
S539853,U00650,Standard,12.99,True
S513375,U00651,Basic,8.99,True
S341078,U00652,Basic,8.99,True
S625575,U00653,Standard,12.99,True
S513359,U00654,Basic,8.99,True
S567395,U00655,Basic,8.99,True
S492530,U00656,Standard,12.99,True
S866752,U00657,Basic,8.99,True
S799019,U00658,Standard,12.99,True
S290641,U00659,Basic,8.99,False
S369652,U00660,Premium,17.99,True
S918782,U00661,Premium,17.99,True
S846967,U00662,Premium,17.99,False
S278762,U00663,Premium,17.99,True
S470480,U00664,Basic,8.99,True
S983469,U00665,Standard,12.99,True
S220472,U00666,Standard,12.99,True
S298177,U00667,Basic,8.99,False
S721000,U00668,Basic,8.99,True
S747995,U00669,Premium,17.99,False
S282510,U00670,Standard,12.99,True
S139466,U00671,Standard,12.99,True
S819243,U00672,Premium,17.99,True
S729726,U00673,Premium,17.99,False
S740061,U00674,Standard,12.99,True
S657100,U00675,Basic,8.99,True
S455228,U00676,Standard,12.99,False
S325403,U00677,Basic,8.99,True
S673254,U00678,Standard,12.99,True
S530909,U00679,Premium,17.99,False
S963833,U00680,Standard,12.99,False
S601928,U00681,Premium,17.99,False
S865002,U00682,Standard,12.99,True
S554295,U00683,Standard,12.99,True
S134828,U00684,Standard,12.99,True
S236354,U00685,Standard,12.99,True
S716061,U00686,Premium,17.99,False
S774763,U00687,Premium,17.99,False
S957986,U00688,Standard,12.99,True
S952837,U00689,Basic,8.99,False
S583628,U00690,Premium,17.99,True
S646469,U00691,Premium,17.99,True
S134349,U00692,Standard,12.99,False
S190536,U00693,Standard,12.99,True
S832621,U00694,Premium,17.99,True
S795085,U00695,Premium,17.99,False
S256407,U00696,Standard,12.99,True
S396931,U00697,Premium,17.99,True
S607152,U00698,Standard,12.99,False
S676746,U00699,Premium,17.99,False
S801708,U00700,Standard,12.99,True
S911990,U00701,Basic,8.99,False
S514693,U00702,Basic,8.99,True
S737754,U00703,Basic,8.99,True
S349444,U00704,Standard,12.99,True
S913348,U00705,Basic,8.99,True
S537288,U00706,Premium,17.99,True
S266089,U00707,Standard,12.99,True
S257293,U00708,Premium,17.99,True
S678537,U00709,Standard,12.99,False
S692669,U00710,Standard,12.99,True
S953618,U00711,Standard,12.99,False
S378832,U00712,Premium,17.99,False
S560780,U00713,Premium,17.99,True
S706552,U00714,Premium,17.99,True
S655507,U00715,Basic,8.99,True
S950719,U00716,Basic,8.99,True
S326318,U00717,Standard,12.99,True
S330394,U00718,Premium,17.99,False
S491226,U00719,Basic,8.99,True
S249942,U00720,Premium,17.99,True
S791041,U00721,Standard,12.99,True
S199323,U00722,Standard,12.99,True
S588123,U00723,Standard,12.99,True
S130972,U00724,Basic,8.99,False
S225403,U00725,Basic,8.99,False
S166550,U00726,Basic,8.99,True
S237146,U00727,Standard,12.99,True
S960614,U00728,Premium,17.99,False
S994646,U00729,Standard,12.99,True
S766046,U00730,Standard,12.99,False
S934406,U00731,Premium,17.99,True
S220736,U00732,Basic,8.99,True
S732741,U00733,Premium,17.99,True
S324638,U00734,Standard,12.99,True
S607079,U00735,Premium,17.99,True
S218581,U00736,Standard,12.99,True
S939979,U00737,Premium,17.99,True
S420632,U00738,Basic,8.99,True
S520113,U00739,Basic,8.99,False
S669691,U00740,Standard,12.99,True
S909880,U00741,Basic,8.99,True
S668482,U00742,Basic,8.99,False
S516443,U00743,Basic,8.99,True
S536546,U00744,Standard,12.99,True
S865495,U00745,Standard,12.99,True
S977556,U00746,Basic,8.99,True
S862255,U00747,Standard,12.99,False
S734130,U00748,Standard,12.99,True
S583421,U00749,Basic,8.99,True
S631863,U00750,Premium,17.99,True
S280457,U00751,Basic,8.99,True
S340653,U00752,Basic,8.99,True
S632137,U00753,Basic,8.99,True
S213974,U00754,Premium,17.99,True
S268680,U00755,Basic,8.99,True
S334926,U00756,Premium,17.99,True
S748862,U00757,Basic,8.99,False
S624246,U00758,Basic,8.99,True
S283559,U00759,Basic,8.99,True
S193533,U00760,Premium,17.99,True
S707932,U00761,Premium,17.99,True
S764928,U00762,Basic,8.99,True
S817552,U00763,Premium,17.99,True
S781807,U00764,Standard,12.99,True
S401974,U00765,Basic,8.99,True
S168961,U00766,Premium,17.99,False
S569136,U00767,Basic,8.99,True
S380241,U00768,Basic,8.99,False
S966810,U00769,Basic,8.99,True
S768797,U00770,Premium,17.99,False
S617014,U00771,Basic,8.99,True
S306606,U00772,Basic,8.99,False
S346417,U00773,Standard,12.99,False
S182554,U00774,Premium,17.99,True
S197277,U00775,Basic,8.99,True
